"hotel","tahun","lama_inap","dewasa","anakanak","balita","negara","sistem_boking","tipe_kamar","tipe_tamu","total","keterangan","tanggal_transaksi","ID"
"Resort Hotel",2015,4,2,0,0,"IRL","Call-Center","VIP","Sementara",65.5,"Check-Out",2015-07-08,87
"Resort Hotel",2015,3,3,0,0,"PRT","Call-Center","EXC","Sementara",108.8,"Check-In",2015-05-19,68
"Resort Hotel",2015,3,3,0,0,"PRT","Call-Center","EXC","Sementara",108.8,"Check-In",2015-06-19,1
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","VIP","Sementara",98,"Check-Out",2015-07-06,59
"Resort Hotel",2015,3,3,0,0,"PRT","Call-Center","EXC","Sementara",108.8,"Check-Out",2015-07-06,45
"Resort Hotel",2015,3,3,0,0,"PRT","Call-Center","EXC","Sementara",108.8,"Check-In",2015-05-23,68
"Resort Hotel",2015,3,2,0,0,"ROU","Langsung","EXC","Sementara",137,"Check-Out",2015-07-07,34
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",117.81,"Check-In",2015-05-18,44
"Resort Hotel",2015,3,2,0,0,"IRL","Call-Center","EXC","Kontrak",79.5,"Check-Out",2015-07-07,64
"Resort Hotel",2015,3,2,0,0,"ESP","Langsung","EXC","Sementara",123,"Check-Out",2015-07-07,62
"Resort Hotel",2015,3,2,0,0,"ROU","Langsung","EXC","Sementara",137,"Check-Out",2015-07-07,8
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",110.7,"Check-Out",2015-07-09,98
"Resort Hotel",2015,5,2,2,0,"PRT","Call-Center","EXC","Sementara",153,"Check-In",2015-06-02,97
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","VIP","Sementara",58.95,"Check-Out",2015-07-09,20
"Resort Hotel",2015,5,2,0,0,"NOR","Call-Center","EXC","Member",82.88,"Check-Out",2015-07-09,1
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Kontrak",82.35,"Check-Out",2015-07-09,63
"Resort Hotel",2015,5,2,0,0,"IRL","Call-Center","EXC","Sementara",119.35,"Check-Out",2015-07-09,44
"Resort Hotel",2015,5,2,0,0,"NOR","Call-Center","EXC","Member",67.58,"Check-Out",2015-07-09,82
"Resort Hotel",2015,8,2,0,0,"IRL","Call-Center","VIP","Kontrak",56.01,"Check-Out",2015-07-13,36
"Resort Hotel",2015,11,2,0,0,"OMN","Call-Center","EXC","Kontrak",110.7,"Check-Out",2015-07-16,23
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-03,46
"Resort Hotel",2015,1,2,0,0,"ARG","Call-Center","EKO","Sementara",147,"Check-Out",2015-07-03,52
"Resort Hotel",2015,1,2,2,0,"ESP","Langsung","VIP","Sementara",107,"Check-Out",2015-07-03,42
"Resort Hotel",2015,1,2,0,0,"PRT","Langsung","EKO","Sementara",147,"Check-Out",2015-07-03,49
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",117.9,"Check-Out",2015-07-03,18
"Resort Hotel",2015,1,2,0,0,"PRT","Langsung","EXC","Sementara",123,"Check-Out",2015-07-03,68
"Resort Hotel",2015,2,2,0,0,"USA","Call-Center","VIP","Sementara",98,"Check-Out",2015-07-04,60
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",117.81,"Check-Out",2015-07-04,3
"Resort Hotel",2015,2,2,0,0,"IRL","Call-Center","EXC","Sementara",135,"Check-Out",2015-07-04,44
"Resort Hotel",2015,3,2,0,0,"ESP","Langsung","EXC","Sementara",133,"Check-Out",2015-07-05,94
"Resort Hotel",2015,3,2,0,0,"IRL","Call-Center","VIP","Kontrak",58.95,"Check-Out",2015-07-05,6
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",136.33,"Check-In",2015-06-29,46
"Resort Hotel",2015,2,2,2,0,"USA","Call-Center","EKO","Sementara",153,"Check-Out",2015-07-05,78
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Sementara",110.5,"Check-Out",2015-07-05,68
"Resort Hotel",2015,2,2,0,0,"POL","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-05,10
"Resort Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Sementara",110.3,"Check-In",2015-06-16,57
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",82,"Check-In",2015-06-18,95
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",97,"Check-In",2015-07-03,92
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-06-12,92
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",91.5,"Check-Out",2015-07-05,5
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Sementara",114.5,"Check-Out",2015-07-05,26
"Resort Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Sementara",110.3,"Check-In",2015-06-09,59
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","VIP","Sementara",90.9,"Check-Out",2015-07-06,8
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-In",2015-05-26,97
"Resort Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",122,"Check-Out",2015-07-07,52
"Resort Hotel",2015,2,2,0,0,"DEU","Call-Center","VIP","Sementara",110.7,"Check-Out",2015-07-07,85
"Resort Hotel",2015,6,3,0,0,"PRT","Call-Center","EXC","Sementara",85.86,"Check-Out",2015-07-11,91
"Resort Hotel",2015,7,2,0,0,"FRA","Call-Center","VIP","Kontrak",58.95,"Check-Out",2015-07-12,70
"Resort Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Kontrak",55.68,"Check-In",2015-05-19,58
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","VIP","Kontrak",55.68,"Check-Out",2015-07-13,5
"Resort Hotel",2015,7,2,0,0,"PRT","Langsung","VIP","Sementara",124,"Check-In",2015-06-09,31
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","EXC","Kontrak",111.15,"Check-Out",2015-07-13,21
"Resort Hotel",2015,11,2,0,0,"GBR","Call-Center","EXC","Kontrak",134.73,"Check-Out",2015-07-17,95
"Resort Hotel",2015,11,2,0,0,"GBR","Call-Center","EXC","Sementara",92.45,"Check-Out",2015-07-17,51
"Resort Hotel",2015,15,2,1,0,"PRT","Call-Center","VIP","Sementara",108.73,"Check-In",2015-04-15,20
"Resort Hotel",2015,1,2,0,0,"GBR","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-04,15
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",98,"Check-Out",2015-07-04,4
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-04,2
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-04,34
"Resort Hotel",2015,1,2,0,0,"USA","Call-Center","VIP","Sementara",94.71,"Check-Out",2015-07-04,84
"Resort Hotel",2015,1,2,0,0,"BEL","Call-Center","VIP","Sementara",123,"Check-Out",2015-07-04,36
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",123,"Check-In",2015-05-26,38
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-06-29,50
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",117,"Check-In",2015-05-13,36
"Resort Hotel",2015,5,3,0,0,"ESP","Call-Center","EXC","Sementara",196.54,"Check-Out",2015-07-10,84
"Resort Hotel",2015,5,2,1,0,"PRT","Call-Center","EXC","Sementara",99.3,"Check-Out",2015-07-10,80
"Resort Hotel",2015,5,2,0,0,"DEU","Langsung","EXC","Sementara",90.95,"Check-Out",2015-07-10,23
"Resort Hotel",2015,1,2,0,0,"ESP","Langsung","VIP","Sementara",92.67,"Check-Out",2015-07-07,43
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","EXC","Sementara",71.55,"Check-Out",2015-07-07,77
"Resort Hotel",2015,4,1,2,0,"FRA","Call-Center","EXC","Sementara",96.49,"Check-Out",2015-07-10,95
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",85.8,"Check-Out",2015-07-10,75
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",96.3,"Check-Out",2015-07-11,68
"Resort Hotel",2015,5,2,2,0,"PRT","Call-Center","EKO","Sementara",163,"Check-In",2015-06-09,100
"Resort Hotel",2015,5,3,0,0,"PRT","Langsung","EXC","Sementara",172,"Check-In",2015-05-20,64
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",110.7,"Check-In",2015-04-22,33
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",58.95,"Check-Out",2015-07-11,57
"Resort Hotel",2015,5,2,0,1,"PRT","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-11,18
"Resort Hotel",2015,5,2,0,0,"CHE","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-11,68
"Resort Hotel",2015,5,2,0,1,"PRT","Call-Center","EXC","Sementara",139,"Check-Out",2015-07-11,46
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Sementara",67.24,"Check-Out",2015-07-11,98
"Resort Hotel",2015,6,3,0,0,"PRT","Call-Center","EXC","Sementara",116.5,"Check-Out",2015-07-12,49
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","EXC","Sementara",96.3,"Check-In",2015-05-12,4
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","VIP","Sementara",123,"Check-Out",2015-07-12,56
"Resort Hotel",2015,6,2,0,0,"GBR","Call-Center","EXC","Kontrak",71.55,"Check-Out",2015-07-14,92
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","EXC","Kontrak",71.55,"Check-Out",2015-07-14,54
"Resort Hotel",2015,6,2,1,0,"PRT","Langsung","EXC","Sementara",149,"Check-Out",2015-07-14,2
"Resort Hotel",2015,1,2,2,0,"PRT","Call-Center","EXC","Sementara",163,"Check-Out",2015-07-05,34
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Kontrak",79.5,"Check-Out",2015-07-05,57
"Resort Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Sementara",105,"Check-In",2015-05-29,72
"Resort Hotel",2015,1,1,0,0,"PRT","Langsung","EXC","Sementara",123,"Booking",2015-07-04,11
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-05-13,75
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",113,"Check-In",2015-06-16,58
"Resort Hotel",2015,1,4,0,0,"PRT","Langsung","EKO","Sementara",0,"Check-Out",2015-07-05,12
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-05,61
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","VIP","Member",73.8,"Check-Out",2015-07-06,94
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",114.5,"Check-Out",2015-07-06,16
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","VIP","Member",73.8,"Check-Out",2015-07-06,53
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","VIP","Member",73.8,"Check-Out",2015-07-06,93
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",88.2,"Check-Out",2015-07-06,54
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",97,"Check-In",2015-07-01,89
"Resort Hotel",2015,1,2,0,0,"ESP","Call-Center","VIP","Sementara",85.1,"Check-Out",2015-07-06,87
"Resort Hotel",2015,1,1,0,0,"DEU","Call-Center","VIP","Sementara",89,"Check-Out",2015-07-06,68
"Resort Hotel",2015,1,1,0,0,"PRT","Call-Center","EXC","Sementara",80.1,"Check-Out",2015-07-06,1
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",98,"Check-Out",2015-07-06,59
"Resort Hotel",2015,1,1,0,0,"DEU","Call-Center","VIP","Sementara",101,"Check-Out",2015-07-06,45
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",97,"Check-In",2015-07-01,68
"Resort Hotel",2015,1,2,0,0,"PRT","Langsung","EXC","Sementara",167,"Check-Out",2015-07-06,34
"Resort Hotel",2015,1,3,0,0,"PRT","Call-Center","EXC","Sementara",225,"Check-Out",2015-07-07,44
"Resort Hotel",2015,1,2,0,0,"FRA","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-07,64
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","EXC","Sementara",87.3,"Check-Out",2015-07-09,62
"Resort Hotel",2015,3,2,1,0,"CN","Call-Center","EXC","Sementara",85.59,"Check-Out",2015-07-10,8
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-10,98
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",107,"Check-Out",2015-07-10,97
"Resort Hotel",2015,4,2,0,0,"ESP","Call-Center","EKO","Sementara",163,"Check-Out",2015-07-11,20
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",82,"Check-Out",2015-07-11,1
"Resort Hotel",2015,4,2,2,0,"PRT","Call-Center","EKO","Sementara",163,"Check-In",2015-06-17,63
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",105.5,"Check-In",2015-05-01,44
"Resort Hotel",2015,5,2,2,0,"PRT","Langsung","VIP","Sementara",164.2,"Check-Out",2015-07-12,82
"Resort Hotel",2015,5,2,0,0,"IRL","Call-Center","EXC","Sementara",97.29,"Check-Out",2015-07-12,36
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",114,"Check-In",2015-03-30,23
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","EXC","Sementara",98.4,"Check-Out",2015-07-12,46
"Resort Hotel",2015,5,2,2,0,"CHE","Call-Center","EKO","Sementara",175,"Check-Out",2015-07-14,52
"Resort Hotel",2015,6,2,0,0,"PRT","Call-Center","EXC","Sementara",63.6,"Check-Out",2015-07-15,42
"Resort Hotel",2015,6,3,0,0,"PRT","Langsung","VIP","Sementara",124.45,"Check-Out",2015-07-15,49
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","EXC","Kontrak",110.7,"Check-Out",2015-07-16,18
"Resort Hotel",2015,11,1,0,0,"GBR","Call-Center","VIP","Kontrak",74.07,"Check-Out",2015-07-19,68
"Resort Hotel",2015,11,2,0,0,"GBR","Call-Center","EXC","Kontrak",134.1,"Check-Out",2015-07-19,60
"Resort Hotel",2015,4,2,2,0,"PRT","Call-Center","EXC","Sementara",167,"Check-Out",2015-07-11,3
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",123,"Check-Out",2015-07-10,44
"Resort Hotel",2015,3,2,0,0,"USA","Call-Center","EXC","Sementara",117.81,"Check-Out",2015-07-10,94
"Resort Hotel",2015,3,3,0,0,"CN","Call-Center","EXC","Sementara",171.32,"Check-Out",2015-07-10,6
"Resort Hotel",2015,3,2,2,0,"CHE","Langsung","EXC","Sementara",210,"Check-Out",2015-07-10,46
"Resort Hotel",2015,3,2,0,1,"PRT","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-10,78
"Resort Hotel",2015,3,3,0,0,"USA","Call-Center","EXC","Sementara",117.81,"Check-Out",2015-07-10,68
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EKO","Sementara",0,"Check-Out",2015-07-06,10
"Resort Hotel",2015,1,1,0,0,"PRT","Langsung","EKO","Sementara",0,"Check-Out",2015-07-06,57
"Resort Hotel",2015,1,2,1,0,"PRT","Langsung","EXC","Sementara",131,"Check-Out",2015-07-07,95
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",98,"Check-Out",2015-07-08,92
"Resort Hotel",2015,1,2,0,0,"USA","Call-Center","EXC","Sementara",87.3,"Check-Out",2015-07-08,92
"Resort Hotel",2015,2,2,0,0,"GRC","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-09,5
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",167,"Check-In",2015-06-03,26
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","EXC","Sementara",91.5,"Check-Out",2015-07-10,59
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-Out",2015-07-10,8
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",123,"Check-Out",2015-07-11,97
"Resort Hotel",2015,4,2,0,0,"PRT","Langsung","EXC","Sementara",175,"Check-Out",2015-07-11,52
"Resort Hotel",2015,5,2,0,0,"ESP","Call-Center","VIP","Sementara",117.8,"Check-Out",2015-07-12,85
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",117.63,"Check-Out",2015-07-12,91
"Resort Hotel",2015,5,2,2,0,"PRT","Call-Center","EXC","Sementara",185,"Check-Out",2015-07-13,70
"Resort Hotel",2015,5,1,0,0,"PRT","Call-Center","VIP","Sementara",71,"Check-In",2015-06-26,58
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Kontrak",47.25,"Check-Out",2015-07-13,5
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",151,"Check-Out",2015-07-14,31
"Resort Hotel",2015,7,2,0,0,"PRT","Call-Center","EXC","Sementara",87.3,"Check-In",2015-05-14,21
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","VIP","Sementara",120.6,"Check-Out",2015-07-16,95
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","EXC","Sementara",63.86,"Check-Out",2015-07-16,51
"Resort Hotel",2015,7,2,0,0,"PRT","Langsung","EXC","Sementara",157.1,"Check-Out",2015-07-16,20
"Resort Hotel",2015,7,2,0,0,"GBR","Call-Center","EXC","Kontrak",91.37,"Check-Out",2015-07-16,15
"Resort Hotel",2015,8,1,0,0,"FRA","Langsung","VIP","Sementara",73,"Check-Out",2015-07-17,4
"Resort Hotel",2015,11,2,0,0,"ITA","Call-Center","EXC","Kontrak",110.7,"Check-Out",2015-07-20,2
"Resort Hotel",2015,11,2,0,0,"GBR","Call-Center","VIP","Kontrak",93.6,"Check-Out",2015-07-20,34
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",83.5,"Check-Out",2015-07-13,84
"Resort Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-05-07,36
"Resort Hotel",2015,3,2,0,0,"ESP","Call-Center","VIP","Sementara",82,"Check-Out",2015-07-10,38
"Resort Hotel",2015,3,2,1,0,"PRT","Langsung","EXC","Sementara",185.5,"Check-Out",2015-07-10,50
"Resort Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-07,36
"Resort Hotel",2015,1,2,0,0,"PRT","Call-Center","EXC","Sementara",0,"Check-Out",2015-07-07,84
"Resort Hotel",2015,1,1,0,0,"GBR","Call-Center","VIP","Sementara",109.8,"Check-Out",2015-07-08,80
"Resort Hotel",2015,1,3,0,0,"PRT","Langsung","VIP","Sementara",195,"Check-Out",2015-07-08,23
"Resort Hotel",2015,1,1,0,0,"GBR","Call-Center","VIP","Sementara",109.8,"Check-Out",2015-07-08,43
"Resort Hotel",2015,4,3,2,0,"ESP","Call-Center","EKO","Sementara",193,"Check-Out",2015-07-11,77
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",97,"Check-Out",2015-07-11,95
"Resort Hotel",2015,4,3,0,0,"USA","Call-Center","EXC","Sementara",150,"Check-Out",2015-07-11,75
"Resort Hotel",2015,4,2,0,0,"NLD","Langsung","VIP","Sementara",98,"Check-Out",2015-07-11,68
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",91.5,"Check-In",2015-05-28,100
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",139,"Check-In",2015-04-13,64
"Resort Hotel",2015,5,2,0,0,"IRL","Call-Center","EXC","Sementara",79.5,"Check-Out",2015-07-14,33
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Kontrak",47.25,"Check-In",2015-03-25,57
"Resort Hotel",2015,11,2,0,0,"IRL","Call-Center","EXC","Kontrak",126.65,"Check-Out",2015-07-21,18
"Resort Hotel",2015,3,2,0,0,"GBR","Call-Center","EXC","Sementara",107,"Check-Out",2015-07-11,68
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-12,46
"Resort Hotel",2015,4,2,0,0,"ESP","Call-Center","VIP","Sementara",131,"Check-Out",2015-07-12,98
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",123,"Check-In",2015-05-28,49
"Resort Hotel",2015,4,2,0,0,"ESP","Call-Center","EXC","Sementara",146,"Check-Out",2015-07-12,4
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",110.7,"Check-Out",2015-07-12,56
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",73.8,"Check-In",2015-06-29,92
"Resort Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Sementara",61,"Check-Out",2015-07-09,54
"Resort Hotel",2015,1,2,0,0,"PRT","Aplikasi","VIP","Sementara",104.72,"Check-In",2015-07-08,2
"Resort Hotel",2015,1,2,0,0,"PRT","Aplikasi","VIP","Sementara",104.72,"Check-In",2015-07-08,34
"Resort Hotel",2015,2,2,0,0,"CHE","Aplikasi","EXC","Sementara",104.72,"Check-Out",2015-07-10,57
"Resort Hotel",2015,4,2,0,0,"PRT","Langsung","VIP","Sementara",66.42,"Check-In",2015-05-28,72
"Resort Hotel",2015,4,2,0,0,"PRT","Langsung","EXC","Sementara",77.96,"Check-Out",2015-07-14,11
"Resort Hotel",2015,5,2,1,0,"PRT","Call-Center","EXC","Kontrak",112,"Check-In",2015-04-15,75
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Sementara",107,"Check-Out",2015-07-15,58
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","EXC","Kontrak",89.68,"Check-Out",2015-07-15,12
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",155,"Check-Out",2015-07-15,61
"Resort Hotel",2015,6,3,0,0,"IRL","Langsung","VIP","Sementara",112,"Check-Out",2015-07-16,94
"Resort Hotel",2015,7,3,0,0,"DNK","Call-Center","EXC","Member",130.1,"Check-Out",2015-07-17,16
"Resort Hotel",2015,7,2,0,0,"DNK","Call-Center","EXC","Member",100.1,"Check-Out",2015-07-17,53
"Resort Hotel",2015,1,2,2,0,"PRT","Call-Center","VIP","Sementara",123,"Check-Out",2015-07-10,93
"Resort Hotel",2015,2,3,0,0,"ARG","Langsung","VIP","Sementara",124,"Check-Out",2015-07-11,54
"Resort Hotel",2015,2,2,2,0,"PRT","Langsung","EXC","Sementara",146,"Check-Out",2015-07-11,89
"Resort Hotel",2015,3,2,0,0,"PRT","Langsung","EXC","Sementara",97,"Check-In",2015-06-02,87
"Resort Hotel",2015,3,2,2,0,"PRT","Call-Center","VIP","Sementara",123,"Check-In",2015-06-16,68
"Resort Hotel",2015,3,2,2,0,"PRT","Call-Center","EXC","Sementara",153,"Check-In",2015-06-16,1
