"hotel","tahun","lama_inap","dewasa","anakanak","balita","negara","sistem_boking","tipe_kamar","tipe_tamu","total","keterangan","tanggal_transaksi","ID"
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",63.75,"Check-Out",2015-07-14,88
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",76.5,"Booking",2015-07-13,28
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-06-17,11
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",91.33,"Booking",2015-07-13,82
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",76.5,"Booking",2015-07-13,89
"City Hotel",2015,1,2,1,0,"PRT","Langsung","VIP","Sementara",91.33,"Booking",2015-07-13,12
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-06-17,4
"City Hotel",2015,1,2,0,0,"PRT","Langsung","VIP","Sementara",91.33,"Booking",2015-07-13,76
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-30,25
"City Hotel",2015,1,1,0,0,"PRT","Langsung","VIP","Sementara",67.15,"Booking",2015-07-13,36
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Booking",2015-07-13,38
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-29,94
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-03-13,71
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-30,35
"City Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-03,40
"City Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Sementara",55.96,"Check-In",2015-07-07,48
"City Hotel",2015,1,2,0,0,"PRT","Langsung","EXC","Sementara",0,"Check-In",2015-07-15,59
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",85.5,"Check-In",2015-06-30,43
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",89.25,"Booking",2015-07-15,24
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",89.25,"Check-In",2015-05-08,98
"City Hotel",2015,4,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-20,78
"City Hotel",2015,5,2,0,0,"PRT","Langsung","VIP","Sementara",0,"Check-Out",2015-07-22,72
"City Hotel",2015,7,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Check-In",2015-07-02,9
"City Hotel",2015,7,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Check-In",2015-05-27,96
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-05-07,41
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-05-07,57
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-04-29,27
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",85.5,"Booking",2015-07-16,67
"City Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-06-17,14
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-16,7
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",52.36,"Check-In",2015-07-13,22
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",57.5,"Check-Out",2015-07-20,74
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",57.5,"Check-Out",2015-07-20,81
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",108.75,"Check-Out",2015-07-20,83
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,19
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,49
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,53
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,99
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,23
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,39
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,10
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",57.5,"Check-Out",2015-07-20,92
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,56
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,58
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",108.75,"Check-Out",2015-07-20,1
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,68
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,34
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,85
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-20,37
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",108.75,"Check-Out",2015-07-20,60
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",75,"Check-Out",2015-07-20,55
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",57.5,"Check-Out",2015-07-20,20
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,17
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",72.5,"Check-Out",2015-07-21,79
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,84
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-21,62
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,77
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,93
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,44
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,13
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,32
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-21,51
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-21,80
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,54
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,5
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",94.5,"Check-Out",2015-07-21,65
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,6
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,21
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,95
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,16
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,61
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,64
"City Hotel",2015,1,3,0,0,"PRT","Call-Center","VIP","Member",138.5,"Check-Out",2015-07-21,97
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,52
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,26
"City Hotel",2015,1,2,0,0,"ITA","Call-Center","VIP","Member",94.5,"Check-In",2015-07-16,63
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,100
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,70
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-22,2
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,8
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,29
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,87
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Sementara",68,"Check-In",2015-07-18,69
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,30
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,31
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",60,"Check-Out",2015-07-22,90
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,73
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,3
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,86
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,18
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,91
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,33
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,50
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,42
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,75
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,15
"City Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Member",84,"Check-Out",2015-07-22,45
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,66
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,47
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,46
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,88
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,28
"City Hotel",2015,2,1,0,0,"PRT","Call-Center","VIP","Member",0,"Check-Out",2015-07-22,11
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,82
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,89
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-22,12
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-18,4
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",62,"Check-Out",2015-07-23,76
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",85.5,"Check-In",2015-04-16,25
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-07-12,36
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-07-12,38
"City Hotel",2015,5,1,0,0,"PRT","Call-Center","VIP","Sementara",80.7,"Check-In",2015-06-29,94
"City Hotel",2015,7,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Check-In",2015-07-11,71
"City Hotel",2015,1,1,0,0,"PRT","Call-Center","VIP","Member",68,"Check-In",2015-07-09,35
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Member",76.5,"Check-In",2015-07-09,40
"City Hotel",2015,1,2,0,0,"PRT","Call-Center","VIP","Sementara",46.66,"Check-Out",2015-07-22,48
"City Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Sementara",104,"Check-Out",2015-07-20,59
"City Hotel",2015,8,2,0,0,"PRT","Call-Center","VIP","Sementara",76.5,"Booking",2015-07-20,43
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Sementara",55.08,"Check-In",2015-05-25,24
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","EXC","Member",62,"Check-Out",2015-07-24,98
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,78
"City Hotel",2015,2,3,0,0,"PRT","Call-Center","VIP","Member",84,"Check-Out",2015-07-24,72
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,9
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,96
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,41
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,57
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,27
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,67
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,14
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-17,7
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-In",2015-07-02,22
"City Hotel",2015,2,2,0,0,"PRT","Call-Center","VIP","Member",62,"Check-Out",2015-07-24,74
